year,location,location_id,plant_area,crops_area,production_value,production,affected_area,lost_area,lost_amount,lost_value,plant_number,crops_number,station_id,temp_mean,temp_max,temp_min,rain_accu,rain_days,windsp_max,winddir_max,gustsp_max,gustdir_max,humid_mean,humid_min,pressure_mean,sunshine_hours,ups_price,mid_price,downs_price,avg_price_kg,amount_kg,total_sales
104,NTC,11,3016.27,3014.57,1310791,47821.62,1501.03,383.61,7028.595,258343.8,3749539,3746819,467650,19.6,33.1,6.4,1878,117,12.3,350,30.4,310,83.42,20,902.36,1691.1,44.08,34.69,25.9,34.99,5385742,170393032
104,YUN,12,544,531.98,353578,12899.6,465.15,228.33,5929.224,142620,935574,913938,467610,24.1,35.4,13.2,1506.8,179,12,220,30.2,330,77.75,43,1008.8,1513.4,28.44,27.85,27.27,27.53,2651.5,70367.065
104,CYI,13,2536.34,2505.64,1424551,51971.94,2301.98,1092.79,25310.89,519692,3948270,3900670,467480,24.3,37,8,1790.3,90,17.7,360,33.8,360,78.25,26,1010.08,2211.6,46.31,34.52,21.89,34.52,215255,7491135
104,PIF,14,3434.67,3087.61,1811963,66105.91,2127.65,661.93,16573.4,364990.6,5839308,5248418,467590,26.1,35.6,12.9,1480.1,82,16,340,34.9,290,71.83,35,1010.89,2431.6,44.57,29.32,22.09,29.32,1198670,32634778.5
104,TTT,15,531.26,514.71,324375,11834.19,41.94,3.36,61.6812,2239.611,793688,769054,467660,25,36.9,13,1222.8,120,10.6,200,26.5,220,76.83,30,1012.38,2021.9,41.37,30.22,23.66,31.53,144690,4348476
104,HUN,16,684.23,673.93,319088,11641.3,525.77,371.02,8015.434,225983.9,1048982,1032107,466990,23.9,34.6,11.5,1784.6,149,29,190,43.5,180,80,45,1011.77,1666.3,41.87,30.32,20.14,30.09,399807.5,11418818
104,PEH,17,3.15,1.64,651,23.74,1.92,1.39,24.4611,880.1519,3283,1589,467350,24,33.7,12.1,1752.7,76,18.7,290,32.9,360,79,25,1012.3,2110.5,0,0,0,0,0,0
104,KEL,18,4.74,4.74,1413,51.56,0,0,0,0,6030,6030,466940,23,36.8,9.1,3151.6,191,25.9,240,45.7,360,76.5,28,1011.02,1326.8,51.27,38.3,27.65,38.76,4566030,169929817
104,HSC,19,6.33,6.33,2975,108.55,4.42,0.88,17.4516,789.4115,9880,9880,466920,23.8,37.5,9.8,2519.2,148,15.9,260,39.2,350,75.25,20,1010.58,1306.3,26.18,25.79,25.33,25.79,991,22920
104,CYC,20,39.68,39.68,19110,697.2,41.5,10.38,156.9,3173.4,59520,59520,467530,12,23.6,-1.6,3413.3,146,8.3,360,31.4,350,80.75,15,765.57,1591.8,46.31,34.52,21.89,34.52,215255,7491135
104,KNH,21,0,0,0,0,0,0,0,0,0,0,467110,21.6,37.2,6.7,1109.6,102,12,360,29.1,360,73.5,22,1011.47,1764.9,0,0,0,0,0,0
105,NTP,1,71.61,66.25,36930,973.89,21.35,6.96,109.0098,4257.421,101434,93383,466900,23,37,3.8,2211,152,9.7,330,33.5,360,77.25,31,1011.43,1578.7,0,0,0,0,0,0
105,TPE,2,10.09,10.09,5623,148.3,9.85,5.15,85.5,2906.6,8751,8751,466910,17.8,30.1,-3.7,4756.5,216,18.3,360,46.8,360,91.17,14,921.57,967.7,82.36,58.52,39.65,59.52,7734429,333372760
105,TYN,3,45.42,44.94,17333,457.09,5.19,1.72,24.698,829.622,35931,35551,466880,23.7,38.3,3.8,2841,174,17.6,220,34.9,350,72.92,23,1012.32,1327.2,66.96,43.89,31.86,46.1,6781743,260788498
105,TXG,4,597.9,596.4,301625,7954.25,312.34,119.64,1633.855,72667.2,538475,536915,467490,24.2,36.2,4.4,1522.3,144,13.6,360,34.2,360,75.75,24,1002.83,1808.2,50.65,41.27,31.12,42.26,4966954.5,193900026
105,TNN,5,1024.33,1022.83,639908,16875.21,1000.9,345.69,8075.838,190609.4,1423558,1421858,467410,24.9,35.1,5.7,2720.9,106,20.2,230,37.1,230,77.25,26,1009.9,2171.9,59.92,40.92,30.65,40.92,649810,25335362.5
105,KHH,6,1941.6,1897.05,1352745,35673.65,2290.73,801.64,19025.07,448877.3,3483331,3402431,467440,25.9,35.1,7,3103.5,114,17.2,360,39.1,350,75.92,25,1012,2329.1,50.37,41.09,34.86,41.7,1156446,49499173
105,ILA,7,112.14,112.14,43504,1147.26,60.39,43,795.125,22449.29,141132,141132,467060,23.5,34.3,5,4724.1,231,32.1,160,56.2,360,80.17,22,1011.06,1469.1,57.99,39.99,24.55,38.64,416050,15518855
105,HSZ,8,97.63,97.63,52189,1376.29,27.02,10.46,203.66,6628.004,140371,140371,467571,23.5,38,2.8,2027.5,130,15.1,280,36.7,360,77.67,33,1009.84,1842.3,24.96,24.29,23.44,24.29,3589.5,66711.3
105,ZMI,9,104.46,104.46,70126,1849.33,42.01,14.69,226.5892,9906.94,139080,139080,466950,22.5,33.9,3.3,1820.5,170,35.6,360,48.2,360,81.08,34,1002.42,1697.1,45.93,34.35,26.81,35.16,2680153,82545248
105,CHW,10,150.08,147.58,103056,2717.73,109.44,39.45,948.74,25617.99,224106,220466,467770,23.6,35,4.2,1452.8,120,35,360,57.2,360,79.08,29,1009.87,1997.2,42.23,41.85,39.43,39.7,1278,46019.84
105,NTC,11,3045.88,3041.08,1614363,42572.87,1511.91,435.52,6862.223,253709.4,3791992,3784362,467650,19.6,31.8,0.7,2293.4,172,13.4,300,27.6,330,82.5,24,902.05,1520.2,50.65,41.27,31.12,42.26,4966954.5,193900026
105,YUN,12,637.9,631.02,486463,12828.67,556,294.31,7062.802,212775.9,1138648,1126264,467610,24.2,34.1,9.1,3475.2,203,18.8,190,37.5,360,79.33,45,1008.61,1590.5,42.23,41.85,39.43,39.7,1278,46019.84
105,CYI,13,2898.83,2898.83,2034764,53659.39,2530.69,1479.12,33817.11,864201.3,4562679,4562679,467480,24.3,37.2,4.9,1885.7,144,15.5,360,32.5,330,80.08,31,1009.29,1955.3,57.97,44.27,27.93,44.27,320125,12722715
105,PIF,14,3954.06,3727.26,2204919,58146.59,3846.24,1222.9,27639.82,639228.8,6723319,6337572,467590,26.3,35.1,11.4,2723.8,122,24.7,100,52.2,290,76.25,42,1010.29,2228.7,59.92,40.92,30.65,40.92,649810,25335362.5
105,TTT,15,510.08,500.44,258815,6825.3,563.7,217.46,4880.916,130151.3,761203,747228,467660,25.1,36.1,9,2852.5,154,25.4,190,57.2,360,78.67,38,1012.07,1941.8,61.49,44.35,32.68,48.01,159630,7676047
105,HUN,16,760.02,744.79,513194,13533.6,479.39,238.98,4358.687,100771.9,1165692,1141637,466990,24.2,34.1,7.9,3109.2,174,23.3,340,44.2,300,79.92,42,1011.29,1618,57.99,39.99,24.55,38.64,416050,15518855
105,PEH,17,2.63,2.63,1151,30.34,1.28,0.5,9.4044,385.6542,2575,2575,467350,24.2,34.9,7.7,1795.4,110,18.5,360,37.2,360,79.92,32,1011.91,1915.2,0,0,0,0,0,0
105,KEL,18,3.9,3.9,1652,43.58,0,0,0,0,5099,5099,466940,23.3,37.6,4,3841.4,224,18.8,230,39.3,360,78.92,34,1010.53,1336.1,63.2,46.32,33.97,47.23,4775200,217877137
105,HSC,19,5.96,5.96,2976,78.49,2.96,0.97,17.2655,899.1325,9302,9302,466920,24,38.7,4,2431.7,188,13.6,120,37.7,310,74.25,29,1010.03,1283.3,24.96,24.29,23.44,24.29,3589.5,66711.3
105,CYC,20,40.89,40.89,24755,652.82,34.76,12.68,191,5334.8,61335,61335,467530,12.2,23.9,-2.8,4061.7,192,8,350,24.8,350,82.42,16,765.29,1351.7,57.97,44.27,27.93,44.27,320125,12722715
105,KNH,21,0.84,0.84,533,14.05,0.77,0.45,7.56,453.6,1672,1672,467110,21.7,36.3,1.3,1873.1,120,43.5,280,61.7,360,78.5,28,1010.93,1660.2,0,0,0,0,0,0
106,NTP,1,74.22,68.85,42152,1217.9,7.65,2.27,37.836,1158.055,106299,98160,466900,23.2,37.7,6.7,2306,134,9,350,35.6,200,76.67,27,1012.21,1578.1,27.84,25.72,22.92,25.58,1894025,43448655.5
106,TPE,2,10.71,10.71,6271,181.18,6.1,0.61,9.7942,164.6143,13304,13304,466910,17.4,30.7,1.5,5375.1,213,15.4,360,38.9,360,90.08,29,921.97,948.7,71.92,50.14,33.64,51.19,7689797,257619448
106,TYN,3,49.68,47.43,23980,692.87,1,0.18,1.536,38.144,40677,38774,466880,23.6,37.8,9.8,2254.1,155,11.9,210,28.4,240,73,27,1012.98,1304.7,57.89,38.6,29.93,40.73,7183301,217149023
106,TXG,4,623.37,613.96,320197,9251.58,9.1,1.42,15.9608,370.82,563601,553469,467490,24.2,38.3,9.9,1652.2,89,6.8,360,20.8,360,75.33,26,1003.14,1982,56.29,44.82,33.66,46.12,4983252,155613914
106,TNN,5,1062.85,1061,829503,23967.16,29.25,3.69,83.9645,1511.276,1479424,1477329,467410,25,35.4,9.7,1195.2,72,11.4,350,21.7,360,72.67,31,1010.26,2380.9,55.33,38.83,29.63,38.83,996160,23963430
106,KHH,6,2107.8,1969.61,1645693,47549.64,200.33,14.91,317.2551,4809.815,3782804,3533292,467440,26.3,35.6,13.8,1124.5,71,12.8,360,25.6,360,72,41,1012.43,2437.3,49.25,40.79,35.09,41.34,1344327,44703844.75
106,ILA,7,111.66,111.66,42737,1234.82,64.29,40.45,779.94,21498.57,140330,140330,467060,23.1,35.4,11,4765.3,203,26.4,160,52.8,350,79.5,36,1011.67,1201.2,53.2,36.23,21.98,35.15,403410,14804720
106,HSZ,8,101.15,101.15,58844,1700.19,0,0,0,0,145137,145137,467571,23.5,37.9,9.6,1394,117,9.5,360,24.4,350,74.5,34,1010.29,1879.3,26.88,26.01,24.84,25.95,14158,288642.9
106,ZMI,9,109.28,109.23,90920,2626.99,5,1.47,29.4,1171.8,146076,145999,466950,22.5,34,9,1613.1,141,29.1,350,39.6,360,79.92,34,1003.08,1665.6,49.73,37.13,24.22,37.08,4739312,96997572.5
106,CHW,10,150.23,148.13,114051,3295.31,0.06,0.02,0.3,6,224786,221676,467770,23.6,35,10.1,955.5,79,16.6,360,30.4,360,76.08,29,1010.31,2155,39.73,37.88,35.88,36.71,6381.5,209830.505
106,NTC,11,3100.74,3096.94,1949766,56335.34,67.2,10,169.487,3578.825,3821862,3817463,467650,19.6,32.5,7.5,2568,130,13.8,300,29.4,320,81,26,902.37,1580.9,56.29,44.82,33.66,46.12,4983252,155613914
106,YUN,12,675.19,658.31,602717,17414.55,155.77,57.65,1220.205,18030.83,1212385,1182001,467610,24,34.8,11.6,2048.9,186,12.3,360,27.2,350,78.33,37,1009.17,1584,39.73,37.88,35.88,36.71,6381.5,209830.505
106,CYI,13,2855.36,2794.47,2308854,66710.6,96.63,15.35,375.32,8368,4498169,4401734,467480,24.5,36.7,9.8,1854.8,95,9.9,360,23.8,360,76.17,30,1009.47,2102.3,56.16,41.42,30.28,41.42,309744.5,8646968
106,PIF,14,4323.33,3883.02,3509694,101406.93,752.65,165.38,3654.035,90329.42,7378282,6624406,467590,26.3,35,15.6,1720,111,16.1,280,33,290,71.75,40,1010.32,2242.8,55.33,38.83,29.63,38.83,996160,23963430
106,TTT,15,652.62,641.65,425669,12299.01,170.3,34.28,780.3339,21000.72,975068,959600,467660,25,35.3,11.4,1971.5,147,10.2,190,21.7,210,74.5,32,1012.68,1952.2,58.74,42.81,26.52,42.59,196830,8244131
106,HUN,16,777.13,431.31,311947,9013.2,93.9,34.78,627.205,13102.04,1191572,668392,466990,24.1,34.5,11.2,1948.2,156,20.9,220,35.2,220,76.17,36,1011.83,1612.1,53.2,36.23,21.98,35.15,403410,14804720
106,PEH,17,2.6,2.6,1467,42.4,0,0,0,0,2571,2571,467350,24.3,35.3,11.7,953.8,82,13.5,360,26.1,360,77.58,38,1012.03,2018.7,0,0,0,0,0,0
106,KEL,18,3.85,3.85,1568,45.3,0,0,0,0,5033,5033,466940,23.2,38,10.5,3857.6,197,18.5,360,41.5,360,74.42,38,1011.06,1355,63.52,48.24,34.65,48.58,7226380,227151801
106,HSC,19,6.06,6.06,3636,105.06,0,0,0,0,9459,9459,466920,23.9,38.6,10.4,2339.7,173,14.3,250,41.9,240,70.75,26,1010.52,1237.1,26.88,26.01,24.84,25.95,14158,288642.9
106,CYC,20,43.01,43.01,31575,912.3,0,0,0,0,64515,64515,467530,12.3,22.6,-1.1,4362.4,164,6.5,360,18.8,360,84.83,13,765.36,1495.7,56.16,41.42,30.28,41.42,309744.5,8646968
106,KNH,21,0.8,0.8,507,14.65,0,0,0,0,1600,1600,467110,22.7,36.1,7.9,649.2,94,16,230,23.7,270,74.09,27,1010.69,2071.9,0,0,0,0,0,0
107,NTP,1,73,69.33,27614,1339.18,1.68,0.08,0.968,19.36,105736,99392,466900,23,36.6,6,1711.5,112,7.9,360,23,360,77.58,25,1011.47,1577.1,24.75,22.07,19.39,22.07,2607134,58477505
107,TPE,2,11,10.7,3630,176.05,0,0,0,0,13297,13297,466910,17.3,29.9,0.2,4459.2,201,17.9,360,35.1,350,90,21,921.17,1122.8,45.85,30.52,20.4,31.56,8079567,192923165
107,TYN,3,53,51.3,15377,745.73,0,0,0,0,41467,40118,466880,23.5,37.2,7,1517.7,142,9.2,220,22.3,210,74.92,31,1012.11,1416,35.24,22.61,16.4,23.89,8128313,192074916
107,TXG,4,623,613.25,200149,9706.55,0.15,0.03,0.45,22.5,562900,552526,467490,24.2,36.3,6.1,1297,90,6.9,360,16.5,360,75.67,21,1002.31,2023.8,31.64,24.25,17.2,25.89,5693087,134924057
107,TNN,5,1098,1075.8,501326,24312.62,186.31,39.68,924.0453,21730.56,1533506,1500221,467410,24.9,35.2,7.6,2449.9,97,12.2,360,21.5,360,73.67,29,1009.54,2352.6,34.63,23.01,17.08,23.01,1067385,22470162.5
107,KHH,6,2115,1965.32,999426,48468.75,415.35,89.92,2171.15,39742.08,3801570,3531401,467440,25.9,34.2,10.2,3068.2,90,10.9,360,19.3,360,71.67,34,1011.69,2402.5,33.03,27.29,22.51,27.48,1745101,46794063
107,ILA,7,118,117.92,60619,2939.81,0,0,0,0,176397,176127,467060,23.1,34.1,8.4,5006.2,176,11.8,310,24.2,360,79.33,30,1010.67,1472.5,27.51,18.14,10.82,18.11,256875,4549875
107,HSZ,8,102,97.35,34009,1649.34,0,0,0,0,147392,140567,467571,23.4,36.8,6.3,1164,102,7.5,280,21,360,73.5,26,1009.58,1933,19.18,18.32,17.5,18.33,7243,113173.3
107,ZMI,9,111,110.83,57455,2786.38,0,0,0,0,148209,148209,466950,22.5,33.4,7,1391.4,137,35.4,340,52,360,78.75,39,1002.18,1865.6,28.31,19.95,13.4,20.32,2285730,44590702
107,CHW,10,133,131.21,68108,3303.02,0,0,0,0,197708,195689,467770,23.4,34.8,7.7,1079.5,72,16.1,360,27.5,360,75.92,28,1009.56,2221.5,22.03,21.19,20.44,20.72,3255.5,63894.685
107,NTC,11,3123,3103.54,1248134,60530.26,31,2.8,55.755,1073.405,3794013,3768584,467650,19.5,33.5,3.4,1941.5,116,13.1,360,25.8,330,78.92,30,901.62,1604.3,31.64,24.25,17.2,25.89,5693087,134924057
107,YUN,12,678,667.2,343836,16674.88,57,35.56,915.4228,21758.24,1212321,1193310,467610,23.7,34.4,10.8,2100.1,180,11.4,360,20.8,340,79,40,1008.4,1628.7,22.03,21.19,20.44,20.72,3255.5,63894.685
107,CYI,13,2737,2624.56,1267452,61467.12,115.33,24.69,517.82,10590.43,4309017,4135072,467480,24.5,36.7,4.7,1985.9,119,8.7,250,18.8,340,78.27,26,1008.32,2142.9,32.26,25.4,17.11,25.4,360100,8564275
107,PIF,14,4235,3851.26,2012807,97614.31,740.6,167.58,4150.045,68979.01,7254615,6599608,467590,25.8,35.7,14.4,2536,99,16.2,250,34.6,260,73.58,35,1009.4,2250.5,34.63,23.01,17.08,23.01,1067385,22470162.5
107,TTT,15,603,565.36,316438,15346.19,0,0,0,0,898424,842600,467660,24.7,34.3,10.9,1390.4,122,6.8,190,19.2,230,76.58,38,1011.73,1827.5,38.66,26.42,18.56,26.4,187100,4824880
107,HUN,16,766,331.93,163979,7952.44,6,3,70.29,1405.8,1362394,570933,466990,24,36.3,10.4,1388.2,158,11.9,200,20.5,200,76.08,37,1011.09,1687.2,27.51,18.14,10.82,18.11,256875,4549875
107,PEH,17,3,2.6,874,42.38,0,0,0,0,2571,2571,467350,24.2,34.6,9.9,958.9,80,12.6,300,25.6,360,79.67,44,1011.35,2203.3,0,0,0,0,0,0
107,KEL,18,4,3.97,1280,62.09,0,0,0,0,5213,5213,466940,23.2,36.5,8.1,3405.7,187,12.3,360,22.8,360,74.67,32,1010.31,1529.6,44.49,32.41,21.99,32.74,6221014,161272310
107,HSC,19,6,6.22,2207,107.02,0,0,0,0,9708,9708,466920,23.9,38.5,7.6,1621,157,8.9,310,20.9,310,70.92,26,1009.76,1401.1,19.18,18.32,17.5,18.33,7243,113173.3
107,CYC,20,47,47.3,20637,1000.83,1,0.05,1.05,6.3,70950,70950,467530,11.7,22.9,-2.3,3453.4,182,6.1,360,18.8,340,85.5,13,764.62,1434.4,32.26,25.4,17.11,25.4,360100,8564275
107,KNH,21,1,0.8,280,13.56,0,0,0,0,1600,1600,467110,22,36.9,4.5,878.3,78,12.8,270,24.1,280,75,23,1010.5,2098.9,0,0,0,0,0,0
108,NTP,1,74.99,71.01,30036,1405.54,2.58,0.26,3.12,78,108619,102262,466900,23.2,37,9.2,2717,127,6.7,360,19.2,340,82.25,39,1011.23,1560,29.61,26.18,22.27,26.08,2660204,75805890
108,TPE,2,10.36,10.36,3441,161.03,0,0,0,0,12830,12830,466910,17.7,29.4,5.5,5051.3,224,17.1,360,34.2,360,91.92,21,921.29,950.6,47.95,32.33,22.1,33.41,6882784,191188717
108,TYN,3,57.11,56.47,17699,828.23,0,0,0,0,44420,43940,466880,23.7,37.1,10.6,2370.6,150,10.2,230,21.1,250,75.75,31,1012.02,1337.3,38.64,26.49,19.4,27.51,7394349,216679944
108,TXG,4,629.71,614.39,186157,8711.14,0,0,0,0,574129,560455,467490,24.4,36.6,11.1,2508,111,6.9,360,17.6,360,77.25,26,1002.4,1934.3,35.9,27.82,19.16,29.29,5577559,154341082
108,TNN,5,1062.65,1057.46,513054,24008.13,6.8,0.45,10.523,267.935,1481610,1476420,467410,25.8,35.4,13,2177.2,108,12.3,350,25.2,350,74.27,36,1008.96,2191.2,37.46,23.03,17.88,23.03,745440,16895472
108,KHH,6,2155.98,2117.37,1119407,52382.17,292.95,22.46,551.2105,13078.38,3874181,3806097,467440,26.3,35.2,14.6,2226,104,12,360,22.3,360,75.08,32,1011.83,2281.3,36.46,29.39,23.59,29.65,1383534,42374148.5
108,ILA,7,114.1,112.72,64934,3038.56,0.05,0.01,0.3,4.5,170454,168384,467060,23.3,35.2,12.4,4391,194,16.6,280,29.8,160,82.5,38,1010.36,1284.6,33.03,23.85,17.09,23.86,468790,11159450
108,HSZ,8,107.42,106.89,40330,1887.22,0,0,0,0,154451,153659,467571,23.6,37.3,10.3,2098.3,109,9,280,21.8,290,74.25,22,1009.54,1865.7,22.41,20.84,19.26,20.84,11595.5,235243.7
108,ZMI,9,115.54,115.54,61699,2887.2,0,0,0,0,151576,151576,466950,22.8,33.2,11.4,1470.8,145,35.4,340,52.1,360,79.83,33,1002.06,1729.1,30.43,23.09,16.6,23.27,2553597,54194640.5
108,CHW,10,132.91,131.2,67572,3162.01,0,0,0,0,197594,194955,467770,23.6,35.3,11,1660.5,88,17.1,350,28.7,360,77.83,29,1009.6,2248.2,21.72,21.18,20.47,20.71,3095,66072.055
108,NTC,11,3118.81,3108.11,1273600,59597.58,60.8,11.29,203.2765,4275.872,3817700,3803870,467650,19.8,34,9.3,2871,124,11.8,350,29.5,340,78.92,26,901.85,1556.5,35.9,27.82,19.16,29.29,5577559,154341082
108,YUN,12,674.57,613.61,389408,18222.2,0,0,0,0,1218031,1103495,467610,24.4,34.8,14.2,1469.4,193,13.4,160,26.2,360,78.33,42,1008.16,1587.3,21.72,21.18,20.47,20.71,3095,66072.055
108,CYI,13,2658.58,2608.03,1277606,59785.02,0,0,0,0,4160750,4082037,467480,24.6,35.7,10.1,1977.8,123,11.7,360,23.5,360,75.58,28,1008.9,2065.2,33.79,25.61,17.83,25.61,496950,12636600
108,PIF,14,4124.81,3219.63,1842771,86231.69,380.57,82.82,2210.727,49141.79,7059538,5510250,467590,25.9,34.1,13.9,2287.3,126,14.6,270,34.6,340,78.5,31,1009.36,1992.7,37.46,23.03,17.88,23.03,745440,16895472
108,TTT,15,559.82,539.79,245971,11510.12,356.96,92.75,2153.105,44983.05,826426,796771,467660,25.3,35.9,14.8,1092.4,125,13,190,26.3,190,76,37,1011.51,1781.7,47.08,31.06,20.76,31.14,473388,14878303.56
108,HUN,16,681.87,369.72,160006,7487.43,22.18,6.58,149.25,2624.94,1049888,567244,466990,24.4,35.6,13.6,1655,172,13.4,180,26.3,200,76.5,41,1010.95,1561.3,33.03,23.85,17.09,23.86,468790,11159450
108,PEH,17,2.6,2.6,905,42.35,0,0,0,0,2571,2571,467350,24.4,34.8,14.6,925.5,87,12.8,280,27,360,83.45,38,1011.13,1895.3,0,0,0,0,0,0
108,KEL,18,3.98,3.98,1070,50.05,0,0,0,0,5228,5228,466940,23.3,37.4,12.4,3517.5,214,17.3,360,28.6,360,77.67,33,1010.12,1264.8,50.18,36.24,24.43,36.67,4749675,145579821
108,HSC,19,6.15,5.35,1946,91.07,0,0,0,0,9597,8349,466920,24.1,37.8,11.6,2369.6,155,9,310,22.4,320,75.67,28,1009.73,1301.2,22.41,20.84,19.26,20.84,11595.5,235243.7
108,CYC,20,48.96,48.96,24020,1124.03,0.25,0.04,0.6,9,73440,73440,467530,11.3,24.3,-1.5,4125.6,159,7.4,280,22.6,360,85.42,17,765.08,1448.1,33.79,25.61,17.83,25.61,496950,12636600
108,KNH,21,0.8,0.8,338,15.83,0,0,0,0,1600,1600,467110,22.3,37.2,8.9,905.3,98,17.2,300,25.3,310,74.92,25,1010.45,1911.6,0,0,0,0,0,0
